bigram,freq
"('table', 'at')",2
"('retailer', 'first')",1
"('did', 'wa')",2
"('wa', 'touch')",1
"('feel', 'if')",2
"('like', 'butta')",1
"('butta', 'surprisingly')",1
"('surprisingly', 'it')",3
"('very', 'snuggly')",1
"('snuggly', 'and')",2
"('sweater', 'despite')",1
"('thick', 'i')",7
"('is', 'conservative')",3
"('conservative', 'enough')",3
"('with', 'pretty')",9
"('much', 'everything')",4
"('everything', 'yet')",1
"('the', 'geometric')",3
"('geometric', 'shape')",2
"('it', 'modern')",1
"('interesting', 'looking')",1
"('hate', 'turtleneck')",1
"('turtleneck', 'choke')",1
"('choke', 'and')",1
"('and', 'big')",8
"('big', 'cowl')",1
"('neck', 'reminds')",1
"('the', '80')",3
"('80', 's')",5
"('a', 'compromise')",1
"('compromise', 'of')",1
"('both', 'which')",1
"('bonus', 'since')",1
"('raw', 'hem')",3
"('trend', 'length')",1
"('6', 'material')",1
"('classic', 'pilcro')",1
"('pilcro', 'washed')",1
"('washed', 'chino')",1
"('chino', 'perfect')",2
"('bit', 'Purchased')",1
"('x', 'grey')",1
"('pattern', 'for')",3
"('4', 'small')",5
"('perfect', 'scale')",1
"('scale', 'and')",1
"('sweater', 'hit')",6
"('right', 'it')",19
"('especially', 'love')",14
"('the', 'bracelet')",1
"('bracelet', 'length')",2
"('length', 'turned')",1
"('turned', 'back')",2
"('back', 'sleeve')",2
"('be', 'worth')",7
"('different', 'I')",4
"('110lbs', 'it')",2
"('a', 'regularl')",1
"('regularl', 'x')",1
"('most', 'brand')",4
"('noticed', 'i')",2
"('the', 'petittes')",1
"('petittes', 'anyway')",1
"('cute', 'love')",10
"('the', 'diagonal')",3
"('diagonal', 'striping')",1
"('striping', 'and')",2
"('draping', 'is')",3
"('too', 'poofy')",5
"('poofy', 'which')",1
"('lightweight', 'on')",1
"('gorgeous', 'ordered')",1
"('motif', 'wa')",1
"('a', 'described')",6
"('described', 'and')",3
"('and', 'wonderfully')",3
"('material', 'scratchy')",1
"('scratchy', 'at')",4
"('side', 'however')",2
"('however', 'not')",5
"('x', 'looking')",1
"('month', 'This')",4
"('my', 'kind')",2
"('clothing', 'item')",6
"('item', 'i')",19
"('love', 'linen')",3
"('linen', 'stripe')",1
"('stripe', 'pocket')",2
"('loose', 'look')",4
"('over', 'piece')",1
"('lining', 'to')",6
"('good', 'hang')",1
"('hang', 'to')",11
"('coat', 'linen')",1
"('linen', 'may')",1
"('size', 'giving')",1
"('finish', 'the')",1
"('any', 'neck')",1
"('neck', 'closure')",1
"('closure', 'which')",2
"('which', 'may')",4
"('may', 'bother')",1
"('some', 'i')",3
"('this', 'maker')",2
"('maker', 'so')",1
"('so', 'took')",2
"('chance', 'in')",1
"('in', 'quality')",8
"('am', 'p')",1
"('p', 'I')",8
"('own', 'the')",13
"('collar', 'take')",1
"('next', 'level')",2
"('level', 'i')",3
"('so', 'confused')",1
"('confused', 'a')",2
"('to', 'why')",3
"('are', 'partially')",1
"('partially', 'sewn')",1
"('s', 'weird')",1
"('weird', 'but')",2
"('but', 'according')",1
"('according', 'to')",4
"('pocket', 'up')",1
"('up', 'completely')",1
"('completely', 'i')",2
"('really', 'should')",3
"('smaller', 'side')",4
"('so', 'Beautiful')",1
"('the', 'museum')",2
"('museum', 'a')",1
"('summer', 'picnic')",1
"('picnic', 'so')",1
"('chic', 'yet')",2
"('yet', 'extremely')",1
"('blue', 'orange')",3
"('orange', 'combo')",1
"('color', 'definitely')",3
"('definitely', 'pop')",1
"('pop', 'for')",1
"('115', 'and')",7
"('petite', 'especially')",2
"('especially', 'reoommend')",1
"('reoommend', 'for')",1
"('her', 'hourglass')",1
"('hourglass', 'being')",1
"('being', 'more')",3
"('more', 'full')",2
"('full', 'on')",4
"('bottom', 'super')",1
"('solid', '14')",1
"('l', 'fit')",8
"('diagonal', 'print')",1
"('husband', 'liked')",3
"('ve', 'not')",1
"('how', 'that')",2
"('will', 'pill')",3
"('pill', 'The')",1
"('product', 'page')",2
"('page', 'which')",1
"('boxy', 'shape')",12
"('than', 'expected')",24
"('shirt', 'above')",1
"('great', 'very')",16
"('happy', 'overall')",1
"('nervous', 'they')",1
"('leg', 'aren')",1
"('the', 'skinniest')",1
"('skinniest', 'but')",1
"('side', 'they')",1
"('were', 'fine')",3
"('pretty', 'tiny')",1
"('tiny', 'waist')",3
"('were', 'slightly')",2
"('send', 'them')",3
"('weight', '145')",1
"('145', 'i')",3
"('piece', 'suit')",4
"('make', 'use')",1
"('use', 'of')",7
"('the', 'pr')",1
"('pr', 'This')",1
"('very', 'bohemian')",5
"('bohemian', 'rocker')",1
"('rocker', 'v')",1
"('v', 'prim')",1
"('prim', 'flowy')",1
"('flowy', 'v')",2
"('v', 'structured')",1
"('structured', 'it')",2
"('regular', 'rotation')",2
"('slim', 'through')",2
"('flowing', 'everywhere')",1
"('else', 'love')",1
"('so', 'cal')",6
"('cal', 'so')",1
"('gray', 'skinny')",3
"('skinny', 'heeled')",1
"('heeled', 'clog')",1
"('clog', 'and')",4
"('scarf', 'i')",6
"('ll', 'also')",4
"('also', 'wear')",26
"('4', '140lb')",3
"('140lb', '34b')",3
"('perfectly', 'For')",1
"('For', 'the')",4
"('t', 'beat')",8
"('beat', 'this')",2
"('the', 'thicker')",11
"('thicker', 'stretchy')",1
"('fabric', 'used')",2
"('used', 'for')",9
"('the', 'popular')",1
"('popular', 'maeve')",1
"('skirt', 'like')",6
"('the', 'tearoom')",1
"('tearoom', 'pencil')",1
"('skirt', 'you')",5
"('white', 'cardi')",1
"('cardi', 'or')",6
"('length', 'above')",3
"('on', '5')",2
"('7', 'similar')",1
"('model', 'armhole')",1
"('overall', 'cut')",4
"('is', 'forgiving')",8
"('even', 'post')",1
"('baby', 'super')",1
"('super', 'happy')",11
"('the', 'value')",2
"('value', 'This')",1
"('awesome', 'multi')",1
"('noticed', 'upon')",1
"('upon', 'receiving')",4
"('receiving', 'this')",2
"('t', 'wrinkled')",1
"('wrinkled', 'coming')",1
"('coming', 'out')",1
"('the', 'packaging')",5
"('packaging', 'bag')",1
"('bag', 'an')",1
"('quality', 'my')",5
"('my', 'next')",5
"('next', 'surprise')",1
"('surprise', 'wa')",2
"('felt', 'awesome')",2
"('wa', 'fitted')",6
"('through', 'my')",7
"('hip', '37')",1
"('37', 'chest')",1
"('28', '5')",1
"('5', 'waist')",1
"('waist', '37')",2
"('37', 'hip')",2
"('and', 'dropped')",1
"('dropped', 'straight')",1
"('straight', 'from')",2
"('too', 'sheath')",1
"('sheath', 'like')",2
"('like', 'for')",2
"('is', 'perf')",1
"('perf', 'It')",1
"('easily', 'paired')",6
"('nice', 'tip')",1
"('tip', 'for')",1
"('m', 'coming')",2
"('cream', 'i')",4
"('i', 'lovethis')",1
"('lovethis', 'staple')",1
"('soft', 'fit')",13
"('great', 'Very')",3
"('Very', 'unique')",3
"('unique', 'shirt')",2
"('weight', 'beautiful')",1
"('sweater', 'while')",4
"('while', 'gathering')",1
"('gathering', 'ingredient')",1
"('ingredient', 'for')",1
"('my', 'thanksgiving')",1
"('thanksgiving', 'feast')",1
"('feast', 'and')",1
"('different', 'woman')",1
"('woman', 'at')",1
"('at', 'whole')",1
"('whole', 'food')",1
"('food', 'complimented')",1
"('complimented', 'my')",2
"('warm', 'would')",3
"('too', 'like')",1
"('green', 'I')",3
"('my', 'winter')",1
"('winter', 'bridal')",1
"('shower', 'it')",3
"('day', 'so')",12
"('i', 'turned')",3
"('turned', 'it')",2
"('it', 'into')",5
"('a', 'jumper')",5
"('jumper', 'by')",1
"('by', 'pairing')",2
"('a', 'silk')",19
"('silk', 'blouse')",5
"('other', 'semi')",1
"('semi', 'formal')",2
"('event', 'This')",1
"('well', 'fitted')",8
"('fitted', 'it')",5
"('unique', 'is')",1
"('or', 'cowboy')",1
"('is', 'ha')",4
"('print', 'combed')",1
"('combed', 'cotton')",1
"('a', 'sheen')",3
"('sheen', 'it')",4
"('of', 'stiff')",1
"('stiff', 'with')",1
"('up', 'usually')",3
"('4', 'wa')",16
"('me', 'wore')",1
"('show', 'last')",1
"('pretty', 'all')",1
"('all', 'in')",16
"('but', 'chic')",3
"('This', 'blazer')",2
"('blazer', 'is')",5
"('is', 'lightly')",1
"('lightly', 'lined')",2
"('an', 'off')",13
"('white', 'poplin')",3
"('poplin', 'in')",2
"('white', 'lining')",1
"('adorable', 'swiss')",1
"('swiss', 'dot')",3
"('dot', 'though')",1
"('lace', 'portion')",2
"('jacket', 'not')",2
"('darker', 'shirt')",1
"('shirt', 'would')",3
"('would', 'still')",9
"('amazing', 'from')",5
"('adorable', 'button')",1
"('button', 'to')",11
"('a', 'length')",1
"('is', 'shown')",22
"('long', 'Heavier')",1
"('Heavier', 'fabric')",1
"('fabric', 'than')",6
"('but', 'cute')",9
"('versatile', 'flattering')",2
"('this', 'duster')",6
"('perfect', 'neutral')",2
"('is', 'open')",9
"('and', 'fairly')",1
"('fairly', 'see')",1
"('this', 'avoids')",1
"('avoids', 'the')",2
"('the', 'bathrobe')",1
"('bathrobe', 'look')",1
"('long', 'length')",10
"('length', 'sweater')",2
"('not', 'sorry')",2
"('sorry', 'because')",1
"('bet', 'it')",1
"('be', 'gone')",1
"('gone', 'before')",2
"('before', 'long')",1
"('perfection', 'great')",1
"('fabric', 'bright')",1
"('bright', 'vibrant')",1
"('texture', 'allow')",1
"('normal', 'wasn')",1
"('available', 'and')",7
"('perfectly', 'These')",6
"('favorite', 'tights')",2
"('are', 'opaque')",1
"('are', 'thick')",7
"('so', 'thick')",3
"('thick', 'a')",1
"('be', 'only')",1
"('only', 'appropriate')",1
"('are', 'slimming')",6
"('slimming', 'without')",3
"('tight', 'why')",1
"('why', 'don')",1
"('t', 'you')",2
"('you', 'sell')",1
"('sell', 'these')",1
"('more', 'please')",3
"('bring', 'them')",3
"('about', 'these')",20
"('these', 'because')",9
"('curvy', 'on')",17
"('they', 'balance')",1
"('balance', 'me')",1
"('me', 'out')",14
"('are', 'light')",11
"('paired', 'them')",2
"('with', 'form')",1
"('best', 'considering')",1
"('bottom', 'volume')",1
"('volume', 'and')",2
"('my', 'latigo')",1
"('latigo', 'clog')",1
"('clog', 'which')",1
"('some', 'height')",1
"('height', 'these')",1
"('favorite', 'go')",7
"('listed', 'on')",1
"('website', 'at')",2
"('at', 'hd')",1
"('paris', 'because')",1
"('in', 'carmel')",1
"('carmel', 'ca')",1
"('ca', 'and')",1
"('actually', 'maeve')",1
"('maeve', 'which')",1
"('buy', 'often')",1
"('always', 'fit')",2
"('piece', 'did')",1
"('disappoint', 'this')",1
"('versatile', 'black')",1
"('black', 'top')",14
"('little', 'edge')",1
"('edge', 'with')",2
"('be', 'rough')",1
"('rough', 'at')",1
"('is', 'textured')",2
"('textured', 'which')",1
"('think', 'add')",2
"('the', 'interest')",2
"('interest', 'of')",1
"('c', 'I')",7
"('right', 'red')",3
"('red', 'dress')",2
"('winner', 'flattering')",1
"('fit', 'comfy')",1
"('comfy', 'quality')",2
"('fabric', 'make')",9
"('great', 'even')",3
"('even', 'right')",1
"('baby', 'fit')",1
"('beauty', 'These')",1
"('are', 'fab')",2
"('fab', 'a')",1
"('a', 'always')",8
"('with', 'pure')",2
"('good', 'printed')",1
"('printed', 'legging')",1
"('legging', 'bright')",1
"('bright', 'beautiful')",2
"('print', 'great')",1
"('flattering', 'go')",2
"('too', 'took')",1
"('s', '4')",4
"('them', 'perfect')",3
"('i', 'stock')",1
"('up', 'every')",4
"('thick', 'to')",2
"('be', 'hot')",3
"('hot', 'but')",4
"('thin', 'that')",5
"('sheer', 'when')",2
"('you', 'put')",15
"('also', 'don')",8
"('t', 'squeeze')",4
"('squeeze', 'you')",1
"('you', 'at')",1
"('waistline', 'favorite')",1
"('down', 'hide')",2
"('tummy', 'too')",1
"('tunic', 'today')",1
"('today', 'because')",1
"('with', 'patterned')",1
"('patterned', 'slim')",1
"('slim', 'pant')",11
"('tunic', 'felt')",1
"('it', 'added')",4
"('added', 'height')",1
"('a', '34f')",2
"('34f', 'the')",3
"('large', 'first')",2
"('felt', 'very')",5
"('more', 'snugly')",4
"('more', 'proportional')",1
"('proportional', 'in')",1
"('instead', 'the')",5
"('not', 'require')",5
"('camisole', 'under')",8
"('under', 'and')",1
"('button', 'add')",4
"('drape', 'towards')",1
"('towards', 'my')",2
"('chest', 'inst')",1
"('inst', 'I')",1
"('generous', 'bosom')",1
"('bosom', '36e')",1
"('36e', 'and')",1
"('fit', 'without')",7
"('gaping', 'or')",3
"('button', 'issue')",1
"('comfortable', 'no')",4
"('no', 'itching')",1
"('itching', 'too')",1
"('bad', 'it')",4
"('s', '90')",2
"('degree', 'i')",1
"('this', 'The')",5
"('The', 'raspberry')",1
"('raspberry', 'color')",4
"('really', 'stunning')",6
"('for', 'colored')",2
"('colored', 'tights')",2
"('had', 'difficulty')",1
"('difficulty', 'finding')",4
"('finding', 'really')",1
"('thrilled', 'when')",2
"('once', 'so')",3
"('far', 'very')",1
"('and', 'seem')",2
"('will', 'last')",17
"('last', 'Love')",1
"('color', 'such')",1
"('still', 'feminine')",3
"('pretty', 'could')",1
"('summer', 'favorite')",1
"('favorite', 'Tried')",1
"('soft', 'yummy')",1
"('yummy', 'jumpsuit')",1
"('with', 'oversized')",1
"('oversized', 'sweater')",3
"('wrap', 'just')",1
"('down', 'layer')",1
"('cropped', 'leather')",3
"('i', 'bit')",3
"('long', 'side')",5
"('look', 'stumpy')",1
"('stumpy', 'but')",1
"('perfect', 'tights')",1
"('tights', 'fit')",1
"('feel', 'are')",2
"('are', 'top')",1
"('top', 'quality')",4
"('of', 'pair')",2
"('of', 'natori')",1
"('natori', 'hipster')",1
"('hipster', 'and')",1
"('and', 'recently')",2
"('recently', 'purchased')",13
"('yellow', 'to')",1
"('front', 'close')",2
"('close', 'natori')",1
"('natori', 'bra')",1
"('wear', 'thong')",1
"('thong', 'panty')",1
"('panty', 'but')",2
"('they', 'just')",13
"('me', 'thankfully')",1
"('thankfully', 'natori')",1
"('natori', 'make')",1
"('these', 'lovely')",2
"('lovely', 'panty')",1
"('panty', 'that')",1
"('that', 'still')",4
"('still', 'make')",3
"('feel', 'sexy')",5
"('also', 'receive')",1
"('receive', 'rave')",1
"('husband', 'I')",2
"('an', 'unusual')",8
"('unusual', 'neckline')",3
"('neckline', 'with')",3
"('with', 'decorative')",1
"('decorative', 'stitching')",1
"('beautiful', 'button')",4
"('sheen', 'of')",3
"('well', 'wearing')",1
"('feel', 'elegant')",4
"('elegant', 'without')",1
"('without', 'sacrificing')",3
"('sacrificing', 'comfort')",1
"('comfort', 'i')",15
"('on', 'weekend')",5
"('weekend', 'with')",3
"('suspect', 'it')",3
"('to', 'travel')",6
"('travel', 'in')",1
"('only', 'potential')",1
"('potential', 'downside')",1
"('downside', 'might')",1
"('deep', 'side')",1
"('slit', 'and')",4
"('cleaned', 'What')",1
"('What', 'i')",1
"('believe', 'this')",7
"('this', 'got')",2
"('many', 'mixed')",1
"('mixed', 'review')",7
"('expect', 'and')",2
"('skirt', 'whatsoever')",1
"('whatsoever', 'either')",1
"('This', 'wide')",1
"('leg', 'pant')",13
"('the', 'perception')",1
"('perception', 'of')",1
"('feminine', 'comfortable')",1
"('and', 'move')",8
"('move', 'beautifully')",3
"('beautifully', 'when')",2
"('walk', 'can')",1
"('used', 'all')",1
"('round', 'This')",3
"('beautifully', 'tailored')",2
"('usa', 'of')",1
"('of', '100')",4
"('100', 'wool')",1
"('longer', 'coat')",2
"('outfit', 'on')",3
"('own', 'lastly')",1
"('lastly', 'the')",1
"('normal', '8')",2
"('worn', 'these')",6
"('these', 'exclusively')",1
"('exclusively', 'for')",2
"('past', 'couple')",1
"('of', 'year')",10
"('great', 'tt')",1
"('tt', 'stay')",1
"('put', 'and')",2
"('Cute', 'little')",1
"('little', 'sleep')",1
"('sleep', 'mask')",1
"('mask', 'the')",2
"('elastic', 'band')",8
"('wide', 'so')",3
"('ever', 'feel')",1
"('s', 'digging')",1
"('digging', 'into')",2
"('into', 'your')",4
"('head', 'doe')",1
"('good', 'job')",7
"('job', 'keeping')",1
"('keeping', 'out')",1
"('out', 'light')",1
"('light', 'Great')",1
"('Great', 'tights')",1
"('head', 'to')",3
"('to', 'toe')",2
"('toe', 'retailer')",1
"('retailer', 'ensemble')",1
"('ensemble', 'These')",1
"('are', 'soooo')",1
"('unique', 'inky')",1
"('inky', 'grayish')",1
"('grayish', 'color')",2
"('fall', 'love')",3
"('5', '118')",5
"('118', 'and')",3
"('slip', 'This')",1
"('collar', 'lapel')",2
"('lapel', 'they')",1
"('can', 'lay')",2
"('are', 'of')",5
"('a', 'ribbed')",2
"('ribbed', 'material')",1
"('jacket', 'even')",2
"('charcoal', 'black')",1
"('black', 'v')",3
"('v', 'jet')",1
"('jet', 'black')",2
"('black', 'the')",13
"('color', 'dye')",1
"('is', 'saturated')",2
"('and', 'dense')",2
"('dense', 'so')",1
"('no', 'sheen')",1
"('material', 'ensures')",1
"('ensures', 'that')",2
"('be', 'colorfast')",1
"('colorfast', 'when')",1
"('when', 'zipped')",4
"('zipped', 'it')",3
"('s', 'form')",4
"('tight', 'tt')",1
"('m', '120')",2
"('properly', 'that')",1
"('pull', 'up')",3
"('single', 'time')",9
"('i', 'walk')",9
"('walk', 'up')",2
"('the', 'stair')",2
"('stair', 'or')",1
"('or', 'stand')",1
"('stand', 'up')",4
"('material', 'yet')",1
"('yet', 'keep')",2
"('shape', 'well')",5
"('7', '130')",3
"('pound', 'athletic')",3
"('25', 'the')",3
"('am', 'worried')",3
"('about', 'is')",6
"('color', 'bleeding')",1
"('bleeding', 'onto')",1
"('onto', 'a')",1
"('colored', 'couch')",1
"('couch', 'quilt')",1
"('quilt', 'purse')",1
"('purse', 'etc')",1
"('etc', 'a')",1
"('ha', 'happened')",1
"('me', 'before')",1
"('before', 'with')",1
"('pilcro', 'script')",1
"('script', 'jean')",2
"('fabric', 'stretch')",3
"('perfectly', 'flattering')",1
"('t', 'realize')",21
"('realize', 'this')",4
"('pair', 'had')",1
"('the', 'fringed')",4
"('fringed', 'bottom')",3
"('bottom', 'rather')",1
"('hem', 'but')",7
"('they', 'cuff')",1
"('cuff', 'easily')",1
"('hide', 'it')",3
"('plus', 'with')",1
"('boot', 'season')",1
"('season', 'approaching')",1
"('approaching', 'i')",1
"('make', 'boot')",1
"('boot', 'more')",1
"('the', 'bulky')",3
"('bulky', 'hem')",1
"('hem', 'i')",8
"('their', 'product')",2
"('product', 'would')",1
"('see', 'a')",12
"('of', 'cord')",1
"('skirt', 'they')",2
"('size', 'anymore')",1
"('anymore', 'so')",2
"('few', 'others')",2
"('really', 'needed')",6
"('small', 'p')",1
"('p', 'otherwise')",1
"('totally', 'would')",2
"('have', 'kept')",6
"('it', 'Ordered')",3
"('weather', 'hasn')",1
"('t', 'cooled')",1
"('cooled', 'off')",1
"('off', 'enough')",1
"('a', 'daily')",2
"('daily', 'basis')",1
"('basis', 'but')",1
"('after', 'just')",2
"('just', 'trying')",1
"('can', 'say')",4
"('material', 'which')",6
"('them', 'very')",7
"('jacket', 'easy')",2
"('wear', 'plus')",2
"('plus', 'there')",3
"('thin', 'blouse')",1
"('blouse', 'underneath')",4
"('underneath', 'ordered')",1
"('the', 'slate')",4
"('slate', 'color')",4
"('beautiful', 'neutral')",3
"('neutral', 'brown')",1
"('brown', 'that')",2
"('should', 'go')",1
"('anything', 'This')",3
"('This', 'say')",1
"('say', 'online')",2
"('online', 'only')",5
"('only', 'hwoever')",1
"('hwoever', 'the')",1
"('the', 'balc')",1
"('balc', 'one')",1
"('other', 'colros')",1
"('colros', 'too')",1
"('too', 'anyway')",1
"('anyway', 'i')",14
"('actually', 'liked')",4
"('model', 'show')",3
"('or', 'legginss')",1
"('legginss', 'in')",1
"('in', 'botos')",1
"('botos', 'on')",1
"('the', 'regualr')",3
"('regualr', 'size')",8
"('dress', 'should')",6
"('i', 'be')",1
"('be', 'younger')",1
"('younger', 'but')",1
"('did', 'debate')",1
"('debate', 'ordering')",1
"('hot', 'indoors')",1
"('indoors', 'and')",1
"('and', 'sublte')",1
"('sublte', 'stripe')",1
"('stripe', 'on')",7
"('version', 'noyte')",1
"('noyte', 'previous')",1
"('reviewer', 'mentioend')",1
"('mentioend', 'something')",1
"('about', 'This')",1
"('This', 'price')",1
"('great', 'so')",6
"('purchase', 'Pretty')",1
"('Pretty', 'and')",2
"('comfortable', 'fun')",2
"('fun', 'cardi')",1
"('cardi', 'for')",3
"('who', 'love')",4
"('cropped', 'number')",1
"('number', 'glad')",1
"('glad', 'to')",11
"('to', 'report')",3
"('report', 'that')",3
"('this', 'cobalt')",1
"('cobalt', 'beauty')",1
"('beauty', 'fit')",2
"('x', 'all')",1
"('over', 'shoulder')",1
"('shoulder', 'hit')",2
"('nice', 'place')",2
"('place', 'arm')",1
"('arm', 'waist')",1
"('great', 'above')",1
"('above', 'your')",1
"('waist', 'or')",5
"('just', 'at')",15
"('ultra', 'comfortable')",3
"('zipper', 'ha')",2
"('that', 'luxurious')",1
"('luxurious', 'feature')",1
"('feature', 'of')",4
"('double', 'zip')",1
"('zip', 'where')",1
"('can', 'zip')",1
"('zip', 'from')",1
"('bottom', 'or')",6
"('top', 'once')",4
"('once', 'closed')",1
"('closed', 'creating')",1
"('creating', 'a')",11
"('nice', 'opening')",1
"('opening', 'i')",2
"('chic', 'holiday')",1
"('holiday', 'look')",1
"('look', 'thanks')",1
"('velvet', 'ador')",1
"('ador', 'Great')",1
"('weight', 'blouse')",1
"('for', 'mild')",3
"('mild', 'fall')",1
"('day', 'fabric')",2
"('warm', 'which')",1
"('for', 'southern')",5
"('southern', 'california')",7
"('color', 'palate')",1
"('palate', 'Cute')",1
"('Cute', 'casual')",2
"('casual', 'skirt')",4
"('can', 'comfortably')",4
"('comfortably', 'wear')",5
"('do', 'in')",4
"('that', 'do')",4
"('stretch', 'because')",1
"('m', 'my')",1
"('my', 'athletic')",2
"('athletic', 'frame')",6
"('frame', 'Love')",1
"('pilcro', 'scrip')",1
"('scrip', 'and')",1
"('and', 'formerly')",1
"('formerly', 'super')",1
"('super', 'script')",1
"('script', 'these')",1
"('much', 'elastic')",1
"('elastic', 'a')",1
"('some', 'cut')",2
"('the', 'marrakech')",1
"('marrakech', 'vest')",1
"('vest', 'from')",2
"('that', 'so')",5
"('similar', 'this')",1
"('lightweight', 'cotton')",4
"('similar', 'cut')",2
"('cut', 'will')",3
"('fall', 'transitional')",1
"('transitional', 'jacket')",3
"('thing', 'maxi')",1
"('skirt', 'skinny')",1
"('jean', 'long')",2
"('hem', 'peaking')",1
"('out', 'etc')",1
"('it', 'tt')",10
"('the', 'sle')",1
"('sle', 'I')",1
"('store', 'yesterday')",20
"('am', 'thrilled')",17
"('sizing', 'they')",2
"('26', 'fit')",8
"('fit', 'instead')",2
"('instead', 'for')",1
"('athletic', 'postpartum')",1
"('postpartum', '135')",1
"('pound', 'fit')",1
"('fit', 'inseam')",1
"('long', 'waist')",1
"('flattering', 'v')",1
"('v', 'shape')",2
"('shape', 'versus')",1
"('versus', 'straight')",1
"('straight', 'across')",2
"('the', 'midline')",2
"('midline', 'i')",1
"('lower', 'rise')",2
"('rise', 'than')",2
"('d', 'ideally')",1
"('ideally', 'choose')",1
"('choose', 'they')",1
"('hit', 'around')",2
"('around', '2')",1
"('inch', 'below')",6
"('navel', 'the')",1
"('high', 'i')",7
"('butt', 'are')",2
"('are', 'This')",3
"('a', 'throw')",4
"('re', 'cute')",3
"('cute', 'so')",6
"('comfy', 'requires')",1
"('requires', 'barely')",1
"('barely', 'any')",1
"('any', 'styling')",1
"('styling', 'to')",1
"('pocket', 'This')",7
"('pretty', 'blouse')",8
"('always', 'an')",7
"('one', 'this')",13
"('cut', 'generously')",1
"('generously', 'everywhere')",1
"('everywhere', 'but')",6
"('but', 'going')",1
"('back', 'fall')",3
"('fall', 'from')",1
"('shoulder', 'blade')",2
"('blade', 'area')",1
"('some', 'sort')",2
"('cuff', 'made')",1
"('nice', 'base')",2
"('base', 'to')",1
"('fold', 'the')",5
"('sleeve', 'around')",1
"('and', 'up')",3
"('elbow', 'i')",2
"('see', 'm')",1
"('m', 'Was')",1
"('Was', 'excited')",2
"('receive', 'this')",5
"('mail', 'and')",21
"('disappointed', 'when')",8
"('to', 'image')",1
"('image', 'and')",4
"('blue', 'back')",2
"('doe', 'extend')",1
"('extend', 'into')",1
"('look', 'unflattering')",1
"('unflattering', 'in')",3
"('the', 'least')",6
"('least', 'or')",1
"('leave', 'for')",1
"('an', 'awkward')",5
"('awkward', 'fit')",1
"('fit', 'imho')",1
"('imho', 'very')",1
"('cute', 'from')",1
"('back', 'too')",4
"('go', 'anywhere')",8
"('anywhere', 'with')",2
"('anything', 'so')",6
"('great', 'travel')",1
"('travel', 'piece')",1
"('shirt', 'doe')",8
"('of', 'disguising')",1
"('disguising', 'that')",1
"('that', 'figure')",1
"('got', 'load')",2
"('load', 'of')",8
"('from', 'men')",2
"('men', 'who')",1
"('who', 'liked')",1
"('the', 'femininity')",1
"('femininity', 'that')",1
"('that', 'stop')",1
"('stop', 'short')",1
"('short', 'of')",3
"('of', 'sugary')",1
"('sugary', 'a')",1
"('one', 'guy')",1
"('guy', 'put')",1
"('t', 'bunch')",4
"('bunch', 'up')",7
"('when', 'one')",2
"('one', 'sits')",1
"('sits', 'down')",1
"('with', 'copper')",1
"('copper', 'jewelry')",1
"('really', 'made')",2
"('it', 'pop')",5
"('pop', 'a')",3
"('s', 'wardrobe')",5
"('polished', 'edgy')",1
"('edgy', 'alternative')",1
"('comfortable', 'will')",2
"('awesome', 'over')",1
"('are', 'brighter')",5
"('brighter', 'though')",1
"('though', 'still')",3
"('still', 'natural')",1
"('natural', 'this')",1
"('this', 'allows')",1
"('allows', 'lot')",1
"('of', 'possibility')",1
"('possibility', 'with')",2
"('with', 'pairing')",1
"('pairing', 'bottom')",1
"('bottom', 'to')",4
"('ridiculous', 'it')",1
"('just', 'hang')",5
"('little', 'thin')",18
"('a', 'shade')",3
"('shade', 'shirt')",1
"('want', 'your')",3
"('bra', 'to')",10
"('through', 'This')",2
"('beautiful', 'flow')",5
"('it', 'which')",13
"('not', 'overbearing')",2
"('overbearing', 'i')",1
"('am', 'around')",2
"('slightly', 'on')",5
"('the', 'broad')",3
"('broad', 'side')",2
"('feel', 'overpowered')",1
"('overpowered', 'by')",1
"('shirt', 'at')",7
"('worn', 'everyday')",1
"('everyday', 'with')",1
"('slack', 'the')",4
"('the', 'plus')",2
"('plus', 'to')",1
"('can', 'born')",1
"('born', 'worn')",1
"('worn', 'almost')",2
"('almost', 'year')",3
"('round', 'which')",2
"('closet', 'This')",9
"('both', 'grey')",4
"('green', 'only')",1
"('only', 'flaw')",5
"('flaw', 'wa')",1
"('wa', '2')",1
"('inch', 'shorter')",9
"('shorter', 'all')",1
"('around', 'made')",1
"('green', 'great')",1
"('and', 'maybe')",13
"('maybe', 'fall')",1
"('comfortable', 'breathes')",1
"('breathes', 'and')",1
"('move', 'really')",1
"('fabric', 'just')",3
"('careful', 'in')",1
"('first', 'wear')",5
"('snagged', 'a')",2
"('a', 'spot')",3
"('my', 'ring')",1
"('ring', 'i')",1
"('but', 'probably')",10
"('layering', 'love')",2
"('t', 'appearing')",1
"('appearing', 'to')",1
"('were', 'knit')",1
"('sleeve', 'pushed')",2
"('really', 'long')",9
"('smidge', 'short')",1
"('work', 'day')",4
"('and', 'weekend')",3
"('is', 'surprisingly')",10
"('surprisingly', 'soft')",4
"('been', 'debating')",1
"('debating', 'getting')",1
"('option', 'seems')",1
"('brown', 'top')",1
"('dress', 'tunic')",5
"('tunic', 'forever')",1
"('forever', 'and')",4
"('i', 'stumbled')",3
"('this', 'adorable')",12
"('adorable', 'tunic')",2
