bigram,freq
"('the', 'base')",1
"('base', 'color')",2
"('not', 'accurately')",3
"('accurately', 'represented')",1
"('represented', 'in')",1
"('photograph', 'in')",1
"('person', 'it')",8
"('it', 'more')",2
"('more', 'of')",10
"('of', 'a')",28
"('a', 'peachy')",1
"('peachy', 'off')",1
"('off', 'whte')",1
"('whte', 'instead')",1
"('of', 'white')",1
"('white', 'still')",1
"('still', 'pr')",1
"('pr', 'I')",1
"('2', '107lb')",1
"('107lb', 'and')",1
"('and', 'an')",2
"('an', 'x')",21
"('x', 'petite')",3
"('petite', 'the')",3
"('wa', 'the')",6
"('only', 'nice')",1
"('nice', 'thing')",2
"('thing', 'about')",2
"('but', 'everything')",1
"('everything', 'else')",1
"('else', 'wa')",1
"('really', 'unflattering')",1
"('the', 'huge')",2
"('huge', 'puffy')",1
"('puffy', 'sleeve')",1
"('sleeve', 'especially')",1
"('especially', 'another')",1
"('reviewer', 'said')",3
"('said', 'this')",3
"('a', 'shift')",1
"('shift', 'and')",1
"('and', 'she')",4
"('she', 'wa')",1
"('wa', 'right')",1
"('right', 'not')",1
"('price', 'on')",1
"('on', 'sale')",20
"('sale', 'I')",2
"('mail', 'and')",2
"('and', 'loved')",4
"('loved', 'everything')",1
"('everything', 'about')",2
"('it', 'except')",1
"('except', 'for')",3
"('the', 'fact')",3
"('fact', 'that')",3
"('wa', 'only')",1
"('only', 'a')",2
"('a', 'one')",1
"('one', 'inch')",1
"('inch', 'above')",3
"('above', 'my')",3
"('my', 'navel')",1
"('navel', 'i')",1
"('i', 'don')",20
"('know', 'why')",1
"('why', 'it')",2
"('a', 'normal')",5
"('normal', 'length')",1
"('length', 'on')",2
"('model', 'im')",1
"('im', 'returning')",1
"('returning', 'it')",11
"('it', 'Fits')",1
"('Fits', 'like')",1
"('top', 'not')",2
"('for', 'my')",7
"('my', 'age')",1
"('age', 'group')",1
"('group', 'or')",1
"('or', 'build')",1
"('build', 'This')",1
"('a', 'great')",18
"('great', 'dress')",6
"('dress', 'if')",1
"('you', 'don')",3
"('t', 'want')",3
"('to', 'leave')",1
"('leave', 'the')",2
"('the', 'house')",4
"('house', 'or')",1
"('or', 'you')",3
"('want', 'the')",2
"('the', 'world')",1
"('world', 'to')",1
"('see', 'your')",1
"('your', 'nipple')",1
"('nipple', 'I')",1
"('I', 'loved')",18
"('and', 'design')",7
"('design', 'until')",1
"('until', 'i')",12
"('on', 'in')",11
"('store', 'i')",7
"('5', '5')",7
"('5', 'with')",1
"('a', 'slender')",1
"('slender', 'build')",1
"('build', 'i')",1
"('tried', 'my')",1
"('usual', 'x')",1
"('x', 'but')",4
"('but', 'couldn')",2
"('couldn', 't')",28
"('t', 'manage')",1
"('manage', 'to')",2
"('shirt', 'on')",4
"('me', 'without')",1
"('without', 'risking')",1
"('risking', 'smear')",1
"('smear', 'my')",1
"('my', 'makeup')",1
"('makeup', 'or')",2
"('or', 'scratch')",1
"('scratch', 'my')",1
"('my', 'face')",1
"('face', 'by')",1
"('by', 'the')",12
"('elastic', 'band')",2
"('band', 'at')",1
"('neckline', 'the')",1
"('the', 'band')",2
"('band', 'is')",1
"('so', 'small')",3
"('small', 'even')",1
"('even', 'fully')",1
"('fully', 'stretched')",1
"('normal', 'sized')",2
"('sized', 'head')",1
"('head', 'just')",1
"('just', 'in')",2
"('in', 'case')",3
"('case', 'you')",2
"('you', 'wonder')",1
"('wonder', 'i')",1
"('i', 'gave')",4
"('gave', 'up')",4
"('up', 'after')",2
"('after', 'wrestling')",1
"('wrestling', 'with')",1
"('with', 'it')",4
"('it', 'i')",23
"('can', 'only')",2
"('only', 'imagine')",2
"('imagine', 'how')",1
"('how', 'uncomfortable')",1
"('uncomfortable', 'to')",3
"('wear', 'something')",3
"('something', 'with')",1
"('a', 'tight')",1
"('tight', 'elastic')",1
"('band', 'choking')",1
"('choking', 'me')",2
"('me', 'funny')",1
"('funny', 'but')",1
"('not', 'funny')",1
"('funny', 'One')",1
"('One', 'can')",1
"('t', 'tell')",1
"('tell', 'from')",2
"('top', 'shoulder')",1
"('shoulder', 'part')",1
"('part', 'is')",4
"('is', 'sheet')",1
"('sheet', 'and')",2
"('and', 'transparent')",1
"('transparent', 'it')",1
"('also', 'is')",2
"('very', 'long')",4
"('long', 'almost')",1
"('almost', 'dress')",1
"('dress', 'length')",1
"('length', 'feel')",1
"('feel', 'le')",1
"('le', 'quality')",1
"('quality', 'than')",1
"('than', 'what')",4
"('what', 'retailer')",1
"('retailer', 'usually')",1
"('usually', 'carry')",1
"('carry', 'I')",1
"('I', 'feel')",1
"('feel', 'in')",1
"('in', 'love')",6
"('love', 'with')",4
"('piece', 'the')",1
"('color', 'are')",15
"('are', 'gorgeous')",3
"('gorgeous', 'and')",1
"('received', 'so')",2
"('so', 'many')",4
"('many', 'compliment')",2
"('compliment', 'it')",1
"('it', 'lifted')",1
"('lifted', 'my')",1
"('my', 'mood')",1
"('mood', 'just')",1
"('just', 'wearing')",1
"('it', 'sadly')",1
"('sadly', 'ut')",1
"('ut', 'the')",1
"('the', 'first')",32
"('first', 'wear')",2
"('wear', 'i')",4
"('a', 'run')",1
"('run', 'up')",1
"('up', 'the')",3
"('and', 'by')",1
"('middle', 'of')",3
"('second', 'wear')",2
"('the', 'light')",4
"('light', 'fabric')",1
"('fabric', 'got')",1
"('got', 'caught')",1
"('caught', 'on')",1
"('on', 'something')",1
"('something', 'and')",2
"('a', 'hole')",5
"('hole', 'developed')",1
"('developed', 'upon')",1
"('upon', 'further')",1
"('further', 'inspection')",1
"('inspection', 'i')",1
"('found', 'another')",1
"('another', 'hole')",1
"('hole', 'at')",1
"('top', 'where')",1
"('where', 'the')",8
"('price', 'tag')",3
"('tag', 'must')",1
"('been', 'attached')",1
"('attached', 'i')",2
"('i', 'also')",7
"('also', 'noticed')",1
"('noticed', 'all')",1
"('all', 'over')",14
"('over', 'pilling')",1
"('pilling', 'after')",1
"('after', 'the')",6
"('wear', 'so')",1
"('so', 'sad')",6
"('sad', 'they')",1
"('should', 'recreate')",1
"('recreate', 'this')",1
"('a', 'heavy')",4
"('heavy', 'fabric')",1
"('fabric', 'I')",1
"('I', 'generally')",1
"('generally', 'don')",1
"('t', 'write')",1
"('write', 'bad')",1
"('bad', 'review')",3
"('review', 'but')",4
"('but', 'there')",12
"('a', 'real')",2
"('real', 'discrepancy')",1
"('discrepancy', 'between')",1
"('between', 'the')",3
"('quality', 'of')",17
"('of', 'this')",42
"('this', 'kimono')",2
"('kimono', 'and')",2
"('the', 'cost')",3
"('cost', 'the')",1
"('the', 'design')",25
"('design', 'and')",7
"('and', 'color')",11
"('are', 'great')",3
"('great', 'but')",3
"('is', 'ripping')",1
"('ripping', 'on')",1
"('on', 'all')",3
"('the', 'kimono')",2
"('kimono', 'on')",1
"('the', 'rack')",2
"('rack', 'in')",1
"('in', 'my')",8
"('my', 'store')",1
"('store', 'where')",1
"('the', 'manufacturer')",1
"('manufacturer', 's')",1
"('s', 'tag')",1
"('tag', 'is')",1
"('is', 'at')",3
"('back', 'of')",6
"('the', 'neck')",7
"('neck', 'the')",1
"('thin', 'so')",1
"('so', 'there')",1
"('there', 'are')",7
"('are', 'other')",1
"('other', 'small')",1
"('small', 'hole')",3
"('hole', 'beginning')",1
"('beginning', 'throughout')",1
"('the', 'garment')",4
"('i', 'shop')",2
"('shop', 'at')",1
"('at', 'retailer')",13
"('retailer', 'all')",1
"('the', 'time')",3
"('time', 'and')",11
"('a', '98')",1
"('98', 'item')",1
"('item', 'of')",1
"('of', 'clothing')",1
"('clothing', 'Love')",1
"('Love', 'retailer')",1
"('retailer', 's')",6
"('s', 'kimono')",1
"('this', 'pattern')",2
"('pattern', 'i')",1
"('have', 'it')",7
"('it', 'unfortunately')",2
"('unfortunately', 'when')",1
"('i', 'bought')",19
"('bought', 'it')",7
"('the', 'tag')",6
"('tag', 'wa')",1
"('wa', 'already')",5
"('already', 'showing')",2
"('showing', 'hole')",1
"('hole', 'so')",1
"('so', 'they')",5
"('they', 'gave')",1
"('gave', 'me')",1
"('me', '15')",1
"('15', 'off')",1
"('off', 'went')",1
"('wear', 'it')",17
"('it', 'for')",11
"('first', 'time')",21
"('time', 'there')",1
"('already', 'a')",1
"('huge', 'snag')",1
"('snag', 'in')",1
"('in', 'it')",12
"('love', 'retailer')",5
"('retailer', 'but')",6
"('but', 'for')",3
"('for', '98')",1
"('98', 'this')",1
"('worth', 'your')",1
"('your', 'money')",4
"('money', 'The')",1
"('The', 'color')",3
"('color', 'on')",2
"('kimono', 'are')",1
"('are', 'amazing')",1
"('amazing', 'and')",1
"('i', 'really')",20
"('really', 'loved')",6
"('loved', 'it')",7
"('it', 'however')",7
"('however', 'i')",8
"('i', 'too')",1
"('too', 'noticed')",1
"('noticed', 'the')",1
"('the', 'delicateness')",1
"('delicateness', 'of')",1
"('material', 'it')",5
"('so', 'delicate')",2
"('delicate', 'that')",1
"('that', 'part')",1
"('part', 'were')",1
"('were', 'starting')",1
"('starting', 'to')",1
"('to', 'fray')",1
"('fray', 'including')",1
"('including', 'next')",1
"('next', 'to')",2
"('kimono', 's')",1
"('s', 'label')",1
"('label', 'so')",1
"('sad', 'It')",1
"('It', 'is')",2
"('is', 'soft')",5
"('hang', 'great')",1
"('great', 'problem')",1
"('problem', 'i')",2
"('i', 'wore')",19
"('wore', 'it')",14
"('it', 'one')",5
"('one', 'time')",4
"('back', 'balled')",1
"('balled', 'up')",1
"('up', 'terrible')",1
"('terrible', 'it')",3
"('had', 'owned')",1
"('owned', 'it')",1
"('for', 'year')",2
"('year', 'not')",1
"('not', 'worn')",2
"('time', 'wouldn')",1
"('t', 'recommend')",3
"('recommend', 'though')",1
"('though', 'it')",1
"('is', 'sooooo')",1
"('sooooo', 'soft')",1
"('soft', 'Love')",1
"('Love', 'the')",3
"('the', 'softness')",4
"('softness', 'and')",3
"('the', 'length')",10
"('length', 'the')",4
"('wa', 'perfect')",4
"('perfect', 'but')",3
"('but', 'you')",3
"('have', 'be')",1
"('be', 'be')",1
"('very', 'skinny')",2
"('skinny', 'almost')",1
"('almost', 'boney')",1
"('boney', 'person')",1
"('person', 'for')",1
"('for', 'you')",5
"('you', 'to')",3
"('to', 'not')",1
"('not', 'show')",2
"('show', 'imperfection')",1
"('imperfection', 'to')",1
"('to', 'your')",7
"('your', 'body')",4
"('body', 'the')",2
"('not', 'thick')",1
"('thick', 'enough')",1
"('enough', 'and')",1
"('and', 'doe')",1
"('doe', 'not')",19
"('the', 'give')",1
"('to', 'over')",1
"('over', 'shadow')",1
"('shadow', 'normal')",1
"('normal', 'imperfection')",1
"('imperfection', 'will')",1
"('will', 'be')",20
"('be', 'returning')",11
"('returning', 'the')",2
"('sweater', 'This')",1
"('This', 'cardigan')",1
"('cardigan', 'looked')",1
"('looked', 'great')",3
"('great', 'on')",3
"('worst', 'thing')",1
"('i', 'ever')",1
"('ever', 'ordered')",2
"('ordered', 'at')",1
"('quality', 'is')",9
"('is', 'awful')",7
"('awful', 'and')",4
"('material', 'feel')",2
"('feel', 'flimsy')",1
"('flimsy', 'and')",1
"('and', 'cheap')",4
"('cheap', 'This')",1
"('This', 'may')",1
"('may', 'be')",4
"('be', 'the')",11
"('the', 'ugliest')",1
"('ugliest', 'dress')",1
"('dress', 'with')",4
"('worst', 'fit')",2
"('fit', 'i')",6
"('tried', 'the')",9
"('blue', 'stripe')",1
"('stripe', 'are')",1
"('are', 'brighter')",1
"('brighter', 'than')",3
"('than', 'they')",3
"('they', 'appear')",2
"('appear', 'in')",2
"('photo', 'absolutely')",1
"('absolutely', 'garish')",1
"('garish', 'the')",1
"('top', 'is')",27
"('is', 'baggy')",1
"('baggy', 'with')",1
"('with', 'awful')",1
"('awful', 'bead')",1
"('bead', 'on')",1
"('back', 'tie')",1
"('tie', 'it')",1
"('look', 'cheap')",10
"('cheap', 'the')",5
"('the', 'skirt')",27
"('skirt', 'is')",11
"('is', 'an')",5
"('an', 'antebellum')",1
"('antebellum', 'nightmare')",1
"('nightmare', 'i')",1
"('i', 'did')",16
"('even', 'want')",1
"('to', 'try')",11
"('s', 'that')",1
"('that', 'bad')",1
"('i', 'considered')",2
"('considered', 'adding')",1
"('adding', 'a')",2
"('a', 'photo')",1
"('photo', 'but')",5
"('but', 'wa')",5
"('too', 'horrified')",1
"('horrified', 'for')",1
"('for', 'reference')",8
"('reference', 'i')",6
"('5', '10')",4
"('10', 'approximately')",1
"('approximately', 'the')",1
"('the', 'height')",1
"('height', 'size')",1
"('size', 'of')",1
"('wa', 'shorter')",2
"('shorter', 'than')",4
"('photo', 'depictes')",1
"('depictes', 'i')",1
"('to', 'like')",7
"('it', 'Thought')",1
"('Thought', 'this')",2
"('dress', 'for')",14
"('for', 'warm')",1
"('warm', 'day')",1
"('day', 'but')",2
"('but', 'ala')",2
"('ala', 'it')",2
"('fit', 'like')",7
"('a', 'sack')",3
"('sack', 'love')",1
"('love', 'floreat')",1
"('floreat', 'and')",1
"('and', 'have')",4
"('few', 'of')",2
"('of', 'their')",4
"('their', 'well')",1
"('made', 'dress')",1
"('dress', 'shame')",1
"('shame', 'this')",2
"('this', 'did')",1
"('did', 'nothing')",2
"('my', 'curve')",2
"('curve', 'ordered')",1
"('ordered', 'an')",10
"('an', '8')",5
"('8', 'usually')",1
"('a', '10')",1
"('10', 'and')",4
"('a', 'tad')",3
"('tad', 'narrow')",1
"('narrow', 'in')",1
"('shoulder', 'if')",1
"('can', 'sport')",1
"('sport', 'a')",1
"('a', 'loose')",4
"('loose', 'swingy')",1
"('swingy', 'shape')",1
"('shape', 'this')",3
"('with', 'nice')",1
"('nice', 'detailing')",1
"('detailing', 'but')",1
"('sadly', 'the')",2
"('the', 'shape')",5
"('shape', 'did')",1
"('not', 'work')",2
"('me', 'Don')",1
"('Don', 't')",2
"('t', 'be')",6
"('be', 'fooled')",2
"('fooled', 'by')",3
"('photo', 'online')",2
"('a', 'bright')",2
"('bright', 'baby')",1
"('baby', 'blue')",1
"('blue', 'not')",1
"('not', 'pale')",1
"('pale', 'blue')",2
"('blue', 'it')",1
"('a', 'beautifully')",1
"('beautifully', 'designed')",1
"('designed', 'dress')",1
"('dress', 'however')",4
"('so', 'bulky')",2
"('bulky', 'and')",3
"('and', 'heavy')",4
"('heavy', 'it')",1
"('so', 'unflattering')",5
"('unflattering', 'i')",7
"('wa', 'afraid')",1
"('afraid', 'to')",1
"('and', 'my')",6
"('my', 'fear')",1
"('fear', 'came')",1
"('came', 'true')",1
"('true', 'this')",1
"('dress', 'just')",3
"('hung', 'on')",3
"('me', 'and')",7
"('and', 'pulled')",1
"('pulled', 'me')",1
"('me', 'down')",1
"('down', 'i')",3
"('wanted', 'so')",1
"('much', 'to')",5
"('returned', 'it')",18
"('I', 'should')",4
"('have', 'listened')",2
"('listened', 'to')",2
"('to', 'previous')",1
"('previous', 'reviewer')",6
"('reviewer', 'but')",2
"('dress', 'look')",8
"('so', 'good')",1
"('good', 'on')",6
"('model', 'in')",6
"('the', 'two')",4
"('two', 'dimensional')",1
"('dimensional', 'picture')",1
"('picture', 'when')",1
"('arrived', 'in')",2
"('mail', 'i')",3
"('i', 'realized')",2
"('realized', 'this')",1
"('a', 'mistake')",2
"('mistake', 'it')",1
"('it', 'ha')",13
"('shape', 'material')",1
"('is', 'poofy')",1
"('poofy', 'and')",1
"('cheap', 'it')",3
"('is', 'going')",13
"('so', 'close')",1
"('close', 'to')",5
"('to', 'perfect')",1
"('there', 's')",8
"('a', 'seam')",3
"('seam', 'down')",1
"('down', 'the')",9
"('back', 'and')",5
"('they', 'didn')",2
"('t', 'bother')",2
"('bother', 'to')",1
"('to', 'match')",1
"('the', 'polka')",1
"('polka', 'dot')",1
"('dot', 'you')",1
"('can', 'see')",6
"('see', 'the')",5
"('the', 'mismatch')",1
"('mismatch', 'in')",1
"('second', 'photo')",1
"('photo', 'i')",3
"('wa', 'about')",2
"('about', 'to')",2
"('buy', 'the')",1
"('the', 'jacket')",7
"('jacket', 'and')",1
"('and', 'totally')",1
"('totally', 'in')",1
"('love', 'when')",1
"('i', 'turned')",2
"('turned', 'and')",1
"('and', 'saw')",1
"('saw', 'the')",5
"('the', 'error')",1
"('error', 'i')",1
"('i', 'hoped')",1
"('hoped', 'it')",1
"('wa', 'one')",3
"('one', 'bad')",1
"('bad', 'match')",1
"('match', 'but')",1
"('but', 'nope')",1
"('nope', 'on')",1
"('on', 'every')",1
"('every', 'one')",2
"('one', 'couldn')",1
"('t', 'unsee')",1
"('unsee', 'didn')",1
"('t', 'buy')",5
"('buy', 'very')",1
"('disappointed', 'I')",3
"('I', 'bought')",10
"('bought', 'these')",2
"('these', 'and')",1
"('and', 'returned')",5
"('returned', 'them')",4
"('them', 'almost')",1
"('almost', 'immediately')",1
"('immediately', 'the')",1
"('material', 'look')",3
"('look', 'nice')",3
"('nice', 'but')",5
"('but', 'itchy')",1
"('itchy', 'and')",2
"('heavy', 'the')",3
"('and', 'just')",5
"('just', 'uncomfortable')",1
"('wear', 'As')",1
"('As', 'much')",1
"('much', 'a')",1
"('i', 'buy')",1
"('buy', 'from')",1
"('retailer', 'this')",4
"('is', 'my')",3
"('my', 'first')",1
"('first', 'review')",3
"('review', 'the')",2
"('picture', 'do')",1
"('show', 'how')",1
"('how', 'large')",3
"('large', 'this')",2
"('is', 'in')",3
"('wanted', 'something')",2
"('something', 'that')",4
"('bit', 'flowy')",1
"('flowy', 'but')",1
"('a', 'reminder')",1
"('reminder', 'of')",1
"('of', 'little')",1
"('little', 'house')",1
"('house', 'on')",1
"('the', 'prairie')",1
"('prairie', 'the')",1
"('unflattering', 'dress')",1
"('dress', 'ever')",1
"('ever', 'and')",2
"('and', 'since')",1
"('s', 'only')",1
"('only', 'available')",1
"('available', 'online')",1
"('not', 'interested')",1
"('interested', 'enough')",1
"('enough', 'to')",7
"('on', 'thinking')",1
"('thinking', 'it')",2
"('cute', 'for')",1
"('the', 'summer')",1
"('summer', 'it')",3
"('looked', 'more')",4
"('top', 'with')",1
"('the', 'fullness')",1
"('fullness', 'in')",1
"('bottom', 'so')",2
"('so', 'if')",3
"('you', 're')",4
"('re', 'expecting')",1
"('expecting', 'this')",1
"('one', 'would')",2
"('be', 'great')",3
"('great', 'I')",1
"('I', 'don')",2
"('t', 'normally')",1
"('normally', 'write')",1
"('write', 'review')",1
"('so', 'terrible')",1
"('terrible', 'that')",1
"('felt', 'inspired')",1
"('inspired', 'first')",1
"('first', 'off')",1
"('off', 'the')",10
"('seam', 'that')",2
"('that', 'is')",7
"('both', 'the')",5
"('and', 'back')",1
"('is', 'much')",7
"('more', 'pronounced')",1
"('pronounced', 'than')",1
"('than', 'in')",6
"('photo', 'secondly')",1
"('secondly', 'there')",2
"('shape', 'whatsoever')",1
"('whatsoever', 'unlike')",1
"('unlike', 'in')",1
"('it', 'bell')",1
"('bell', 'out')",1
"('out', 'like')",7
"('it', 'honestly')",1
"('honestly', 'look')",1
"('you', 'would')",7
"('would', 'buy')",1
"('buy', 'if')",1
"('you', 'were')",1
"('were', 'trying')",1
"('trying', 'to')",4
"('appear', 'pregnant')",1
"('pregnant', 'when')",1
"('when', 'not')",1
"('not', 'overall')",1
"('overall', 'this')",1
"('an', 'insult')",1
"('insult', 'to')",1
"('the', 'female')",1
"('female', 'form')",1
"('form', 'retailer')",1
"('retailer', 'what')",1
"('what', 'is')",4
"('is', 'with')",1
"('with', 'all')",1
"('all', 'of')",5
"('these', 'shapeless')",1
"('shapeless', 'frock')",1
"('frock', 'in')",1
"('in', 'cheap')",1
"('cheap', 'f')",1
"('f', 'The')",1
"('The', 'dress')",4
"('dress', 'arrived')",2
"('arrived', 'wrinkled')",1
"('wrinkled', 'so')",1
"('i', 'washed')",14
"('washed', 'it')",17
"('and', 'pressed')",1
"('pressed', 'it')",1
"('looked', 'beautiful')",4
"('beautiful', 'until')",1
"('i', 'sat')",1
"('sat', 'down')",1
"('the', 'entire')",8
"('entire', 'dress')",3
"('wa', 'wrinkled')",1
"('wrinkled', 'and')",4
"('looked', 'terrible')",1
"('terrible', 'all')",1
"('all', 'day')",1
"('day', 'can')",1
"('t', 'wear')",2
"('this', 'again')",2
"('again', 'After')",1
"('After', 'reading')",5
"('reading', 'the')",7
"('the', 'previous')",7
"('previous', 'review')",7
"('review', 'i')",11
"('wa', 'pretty')",2
"('pretty', 'confident')",1
"('confident', 'in')",1
"('in', 'ordering')",1
"('ordering', 'this')",5
"('dress', 'it')",12
"('mail', 'today')",3
"('today', 'and')",6
"('disappointed', 'first')",1
"('first', 'of')",6
"('of', 'all')",9
"('all', 'it')",7
"('s', 'huge')",2
"('huge', 'the')",3
"('the', 'medium')",6
"('medium', 'wa')",2
"('too', 'big')",13
"('m', 'never')",1
"('never', 'a')",3
"('small', 'at')",1
"('retailer', 'i')",6
"('i', 'even')",6
"('even', 'considered')",1
"('considered', 'ordering')",1
"('ordering', 'the')",1
"('the', 'large')",9
"('large', 'in')",4
"('this', 'my')",1
"('size', 'at')",1
"('retailer', 'second')",1
"('a', 'vibrant')",5
"('vibrant', 'a')",3
"('photo', 'and')",3
"('fabric', 'felt')",4
"('felt', 'cheap')",3
"('cheap', 'finally')",1
"('finally', 'it')",1
"('just', 'looked')",5
"('to', 'hawaii')",1
"('hawaii', 'and')",1
"('a', 'drab')",1
"('drab', 'dress')",1
"('dress', 'there')",1
"('there', 'that')",1
"('that', 'didn')",2
"('t', 'fit')",7
"('fit', 'right')",3
"('right', 'I')",2
"('I', 'cannot')",1
"('cannot', 'imagine')",2
"('imagine', 'this')",3
"('dress', 'working')",1
"('working', 'in')",1
"('any', 'size')",1
"('size', 'i')",8
"('am', 'a')",15
"('small', 'thin')",1
"('and', 'average')",1
"('average', 'height')",1
"('height', 'woman')",1
"('woman', 'usually')",1
"('a', '25')",1
"('25', '26')",1
"('26', 'in')",1
"('in', 'pant')",2
"('pant', 'a')",1
"('size', '32c')",1
"('32c', 'bust')",1
"('bust', 'and')",3
"('5', '6')",4
"('6', 'tall')",1
"('tall', 'this')",1
"('i', 'sized')",6
"('sized', 'down')",10
"('down', 'to')",11
"('a', '2')",4
"('2', 'i')",1
"('am', 'always')",1
"('always', 'a')",1
"('a', '4')",7
"('4', 'in')",1
"('in', 'dress')",3
"('still', 'big')",1
"('i', 'do')",11
"('not', 'know')",1
"('could', 'size')",1
"('size', 'down')",4
"('a', '0')",5
"('0', 'though')",1
"('though', 'a')",1
"('a', 'the')",19
"('shoulder', 'seemed')",1
"('seemed', 'to')",4
"('to', 'fit')",4
"('right', 'it')",1
"('wa', 'ginormous')",1
"('ginormous', 'i')",1
"('got', 'it')",8
"('a', 'wedding')",4
"('wedding', 'in')",2
"('in', 'two')",5
"('two', 'month')",2
"('month', 'and')",3
"('be', '3')",1
"('3', 'month')",1
"('month', 'pregnant')",4
"('pregnant', 'it')",2
"('it', 'still')",4
"('still', 'wouldn')",1
"('t', 'work')",10
"('work', 'unless')",1
"('unless', 'i')",1
"('wa', '9')",1
"('9', 'month')",1
"('pregnant', 'and')",2
"('and', 'carrying')",1
"('carrying', 'tr')",1
"('tr', 'As')",1
"('As', 'the')",3
"('said', 'the')",3
"('skirt', 'had')",1
"('had', 'this')",2
"('this', 'weird')",1
"('weird', 'bunching')",1
"('bunching', 'on')",1
"('on', 'both')",3
"('both', 'side')",1
"('side', 'of')",6
"('hip', 'it')",2
"('wa', 'ridiculous')",1
"('ridiculous', 'i')",1
"('know', 'how')",3
"('how', 'anyone')",3
"('anyone', 'could')",2
"('could', 'wear')",5
"('like', 'you')",3
"('you', 'had')",1
"('had', 'two')",3
"('two', 'little')",1
"('little', 'triangle')",1
"('triangle', 'thing')",1
"('thing', 'poking')",1
"('poking', 'out')",1
"('out', 'from')",2
"('from', 'each')",1
"('each', 'hip')",1
"('hip', 'i')",2
"('m', 'long')",1
"('long', 'and')",3
"('and', 'lean')",1
"('lean', 'so')",1
"('so', 'usually')",1
"('usually', 'skirt')",1
"('skirt', 'like')",1
"('like', 'this')",10
"('fit', 'me')",4
"('me', 'well')",1
"('well', 'very')",1
"('very', 'very')",5
"('very', 'strangely')",1
"('strangely', 'constructed')",1
"('constructed', 'i')",1
"('i', 'couldn')",16
"('it', 'even')",4
"('even', 'at')",7
"('the', 'deeply')",1
"('deeply', 'discounted')",1
"('discounted', 'price')",1
"('price', 'I')",4
"('size', '1')",1
"('1', 'which')",1
"('which', 'i')",7
"('thought', 'would')",1
"('wide', 'it')",2
"('very', 'short')",8
"('short', 'too')",1
"('too', 'i')",2
"('i', 'typically')",3
"('typically', 'wear')",3
"('and', 'am')",5
"('5', '8')",3
"('8', 'and')",2
"('and', '132')",1
"('132', 'lb')",1
"('lb', 'it')",1
"('back', 'unfortunately')",1
"('unfortunately', 'very')",1
"('soft', 'material')",1
"('material', 'though')",1
"('though', 'These')",1
"('pant', 'are')",3
"('gorgeous', 'when')",1
"('when', 'you')",4
"('you', 'first')",2
"('first', 'see')",1
"('see', 'them')",1
"('them', 'they')",8
"('they', 'fit')",5
"('fit', 'beautifully')",1
"('beautifully', 'when')",1
"('first', 'put')",1
"('put', 'them')",6
"('them', 'on')",11
"('and', 'then')",5
"('then', 'you')",2
"('you', 'wear')",3
"('wear', 'them')",3
"('them', 'for')",2
"('for', 'one')",5
"('one', 'day')",3
"('day', 'and')",3
"('they', 'snag')",1
"('snag', 'on')",1
"('on', 'everything')",1
"('everything', 'and')",1
"('and', 'little')",1
"('little', 'string')",1
"('string', 'start')",1
"('start', 'to')",1
"('to', 'come')",3
"('come', 'out')",1
"('the', 'pant')",12
"('pant', 'and')",7
"('the', 'hem')",4
"('hem', 'begin')",1
"('begin', 'to')",4
"('to', 'unravel')",2
"('unravel', 'and')",1
"('pant', 'which')",2
"('which', 'were')",1
"('were', 'once')",1
"('once', 'beautiful')",1
"('beautiful', 'light')",1
"('light', 'summer')",1
"('summer', 'pant')",1
"('pant', 'appropriate')",1
"('appropriate', 'for')",2
"('or', 'brunch')",1
"('brunch', 'are')",1
"('are', 'now')",1
"('now', 'frumpy')",1
"('frumpy', 'worn')",1
"('worn', 'out')",2
"('out', 'pant')",1
"('pant', 'with')",1
"('a', 'million')",2
"('million', 'snag')",1
"('snag', 'and')",1
"('and', 'string')",1
"('string', 'hanging')",1
"('hanging', 'off')",2
"('them', 'after')",1
"('after', 'one')",6
"('day', 'i')",3
"('t', 'begin')",2
"('to', 'tell')",2
"('tell', 'you')",1
"('you', 'how')",1
"('how', 'annoyed')",1
"('annoyed', 'i')",1
"('am', 'that')",1
"('i', 'spent')",2
"('spent', 'Huge')",1
"('Huge', 'with')",1
"('with', 'bountiful')",1
"('bountiful', 'amount')",1
"('amount', 'of')",5
"('of', 'extra')",4
"('extra', 'fullness')",1
"('fullness', 'not')",1
"('not', 'like')",6
"('like', 'represented')",1
"('represented', 'picture')",1
"('picture', 'and')",3
"('it', 'snag')",1
"('snag', 'very')",1
"('very', 'easily')",1
"('easily', 'i')",1
"('4', 'mo')",1
"('mo', 'old')",1
"('old', 'puppy')",1
"('puppy', 'that')",1
"('that', 'jumped')",1
"('jumped', 'up')",1
"('up', 'on')",4
"('me', 'a')",4
"('wa', 'trying')",2
"('and', 'snagged')",1
"('snagged', 'it')",2
"('in', 'several')",1
"('several', 'place')",1
"('place', 'i')",3
"('m', 'going')",2
"('going', 'to')",9
"('see', 'about')",1
"('about', 'returning')",1
"('it', 'with')",3
"('the', 'snag')",1
"('snag', 'Agree')",1
"('Agree', 'with')",4
"('with', 'other')",3
"('reviewer', 'that')",1
"('is', 'massive')",2
"('massive', 'even')",1
"('even', 'for')",4
"('a', 'cape')",1
"('cape', 'unflattering')",1
"('unflattering', 'overall')",1
"('overall', 'i')",2
"('2', 'of')",1
"('of', '4')",1
