bigram,freq
"('Was', 'really')",2
"('and', 'couldn')",1
"('be', 'more')",3
"('disappointed', 'doesn')",1
"('came', 'wadded')",1
"('a', 'ball')",1
"('mess', 'looking')",1
"('looking', 'beyond')",1
"('beyond', 'that')",1
"('had', 'put')",1
"('on', 'incorrectly')",1
"('incorrectly', 'unfortunately')",1
"('unfortunately', 'not')",1
"('half', 'doesn')",1
"('t', 'sit')",2
"('sit', 'correctly')",1
"('correctly', 'it')",1
"('so', 'bizarre')",2
"('bizarre', 'that')",1
"('it', 'seems')",2
"('seems', 'like')",1
"('a', 'flaw')",1
"('flaw', 'in')",1
"('design', 'it')",1
"('sit', 'on')",1
"('on', 'your')",1
"('your', 'shoulder')",4
"('but', 'doesn')",3
"('right', 'off')",1
"('off', 'your')",1
"('shoulder', 'the')",1
"('high', 'also')",1
"('also', 'front')",1
"('front', 'b')",1
"('b', 'It')",1
"('shame', 'when')",1
"('when', 'a')",3
"('a', 'product')",2
"('product', 'such')",1
"('is', 'left')",1
"('left', 'on')",1
"('website', 'after')",1
"('after', 'so')",1
"('many', 'comment')",1
"('comment', 'reveal')",1
"('reveal', 'the')",1
"('more', 'defective')",1
"('defective', 'in')",1
"('in', 'production')",1
"('production', 'than')",1
"('than', 'an')",1
"('an', 'opinion')",1
"('opinion', 'of')",1
"('of', 'size')",1
"('size', 'proportion')",1
"('proportion', 'i')",1
"('review', 'so')",2
"('so', 'had')",1
"('had', 'expected')",1
"('small', 'so')",5
"('ordered', 'accordingly')",1
"('accordingly', 'this')",1
"('this', 'doe')",2
"('not', 'run')",1
"('not', 'representative')",1
"('representative', 'of')",1
"('of', 'any')",1
"('any', 'of')",2
"('the', 'three')",1
"('three', 'category')",1
"('category', 'one')",1
"('one', 'associate')",1
"('associate', 'with')",1
"('with', 'woman')",1
"('woman', 's')",1
"('s', 'apparel')",1
"('apparel', 'sizing')",1
"('sizing', 'i')",1
"('am', 'usually')",4
"('description', 'by')",1
"('by', 'previous')",1
"('reviewer', 'described')",1
"('described', 'the')",1
"('fit', 'a')",6
"('a', 'being')",1
"('being', 'perfect')",1
"('perfect', 'for')",1
"('me', 'very')",2
"('small', 'I')",1
"('very', 'excited')",6
"('the', 'cute')",4
"('cute', 'photo')",1
"('photo', 'however')",1
"('upon', 'arrival')",1
"('arrival', 'i')",1
"('completely', 'disappointed')",1
"('drab', 'than')",1
"('photo', 'the')",4
"('the', 'smudged')",1
"('smudged', 'polkadots')",1
"('polkadots', 'weren')",1
"('weren', 't')",3
"('t', 'attractive')",1
"('attractive', 'there')",1
"('there', 'were')",4
"('were', 'many')",1
"('many', 'little')",1
"('little', 'bump')",1
"('bump', 'and')",1
"('and', 'pull')",1
"('the', 'linen')",1
"('linen', 'the')",1
"('super', 'heavy')",1
"('pleat', 'around')",1
"('waist', 'did')",1
"('lay', 'correctly')",2
"('correctly', 'and')",1
"('it', 'add')",1
"('add', '10')",1
"('10', 'pound')",1
"('your', 'hip')",1
"('hip', 'super')",1
"('super', 'sad')",1
"('very', 'unattractive')",2
"('unattractive', 'it')",1
"('quite', 'short')",1
"('short', 'waisted')",6
"('waisted', 'almost')",1
"('almost', 'empire')",1
"('empire', 'and')",1
"('pocket', 'hit')",1
"('hit', 'in')",2
"('odd', 'place')",1
"('place', 'also')",1
"('also', 'it')",2
"('long', 'midi')",1
"('midi', 'length')",1
"('wide', 'the')",4
"('the', 'effect')",1
"('is', 'matronly')",1
"('matronly', 'not')",1
"('cute', 'at')",1
"('all', 'size')",1
"('size', 'wise')",1
"('wise', 'it')",1
"('fit', 'true')",3
"('nice', 'medium')",1
"('medium', 'weight')",1
"('weight', 'denim')",1
"('denim', 'and')",1
"('good', 'I')",1
"('wa', 'boxy')",2
"('a', 'terribly')",1
"('terribly', 'big')",1
"('big', 'deal')",1
"('deal', 'unfortunately')",1
"('normally', 'i')",2
"('i', 'wear')",5
"('down', 'o')",1
"('o', 'an')",1
"('x', 'the')",1
"('shirt', 'fit')",1
"('fit', 'in')",6
"('and', 'neckline')",1
"('neckline', 'but')",1
"('still', 'very')",1
"('very', 'box')",1
"('and', 'now')",6
"('now', 'super')",1
"('super', 'short')",4
"('short', 'unfortunately')",1
"('unfortunately', 'this')",3
"('back', 'not')",1
"('fit', 'adorable')",1
"('adorable', 'detail')",1
"('detail', 'but')",2
"('terrible', 'As')",1
"('stated', 'the')",1
"('not', 'lined')",1
"('lined', 'and')",1
"('feel', 'very')",1
"('the', 'sp')",1
"('sp', 'a')",1
"('felt', 'i')",1
"('gone', 'down')",2
"('the', 'xsp')",1
"('xsp', 'i')",1
"('i', 'like')",6
"('and', 'coloring')",1
"('coloring', 'but')",1
"('but', 'given')",1
"('given', 'the')",1
"('price', 'and')",3
"('and', 'lack')",1
"('quality', 'this')",1
"('back', 'Horrible')",1
"('not', 'understand')",2
"('understand', 'why')",2
"('they', 'but')",1
"('a', 'aline')",1
"('aline', 'dress')",1
"('a', 'skin')",1
"('skin', 'non')",1
"('non', 'aline')",1
"('aline', 'camisole')",1
"('camisole', 'under')",1
"('looked', 'awful')",3
"('awful', 'on')",1
"('looked', '7')",1
"('7', 'month')",1
"('pregnant', 'not')",1
"('good', 'style')",1
"('style', 'for')",1
"('short', 'person')",2
"('person', 'Luckily')",1
"('Luckily', 'i')",1
"('i', 'now')",1
"('now', 'see')",1
"('instruction', 'online')",1
"('online', 'say')",1
"('say', 'to')",1
"('hand', 'wash')",3
"('wash', 'but')",1
"('bought', 'mine')",1
"('mine', 'in')",1
"('tag', 'said')",1
"('said', 'to')",1
"('wash', 'delicate')",2
"('delicate', 'in')",2
"('in', 'cold')",6
"('water', 'and')",6
"('and', 'tumble')",1
"('tumble', 'dry')",1
"('shrunk', 'to')",2
"('to', 'doll')",1
"('doll', 'size')",1
"('size', 'Totally')",1
"('Totally', 'bummed')",1
"('bummed', 'the')",2
"('pretty', 'print')",1
"('t', 'outweigh')",1
"('outweigh', 'the')",1
"('the', 'very')",1
"('odd', 'fit')",2
"('dress', 'make')",1
"('really', 'top')",1
"('top', 'heavy')",2
"('print', 'which')",1
"('which', 'look')",2
"('online', 'look')",1
"('look', 'muddled')",1
"('muddled', 'in')",1
"('person', 'sadly')",1
"('sadly', 'went')",1
"('went', 'right')",1
"('piece', 'but')",1
"('2', 'and')",5
"('ordered', 'x')",1
"('x', 's')",2
"('s', 'and')",5
"('have', 'return')",1
"('return', 'due')",1
"('size', 'Since')",1
"('Since', 'this')",1
"('this', 'sold')",1
"('so', 'fast')",1
"('fast', 'i')",1
"('an', 'xsp')",1
"('xsp', 'which')",1
"('short', 'i')",3
"('5', 'it')",1
"('big', 'the')",1
"('the', 'empire')",1
"('empire', 'waist')",2
"('waist', 'ha')",2
"('shape', 'or')",2
"('or', 'flatter')",1
"('flatter', 'the')",1
"('are', 'huge')",1
"('wa', 'falling')",1
"('falling', 'off')",1
"('off', 'my')",1
"('shoulder', 'i')",1
"('and', 'instantly')",1
"('instantly', 'knew')",1
"('knew', 'this')",1
"('wa', 'all')",1
"('very', 'fun')",1
"('my', 'guess')",1
"('guess', 'is')",1
"('s', 'what')",4
"('is', 'attracting')",1
"('attracting', 'everyone')",1
"('everyone', 'to')",1
"('big', 'floppy')",1
"('floppy', 'mess')",1
"('mess', 'of')",1
"('of', 'cute')",1
"('cute', 'fabric')",1
"('fabric', 'on')",2
"('me', 'back')",2
"('go', 'These')",1
"('These', 'jean')",1
"('jean', 'were')",1
"('were', 'so')",5
"('on', 'wore')",1
"('them', 'a')",4
"('a', 'handful')",1
"('handful', 'of')",1
"('d', 'been')",2
"('been', 'washed')",1
"('washed', 'twice')",1
"('twice', 'put')",1
"('and', 'rip')",1
"('rip', 'ripped')",1
"('ripped', 'right')",1
"('right', 'at')",1
"('crotch', 'in')",1
"('front', 'so')",1
"('so', 'not')",3
"('not', 'fixable')",1
"('fixable', 'and')",1
"('on', 'vacation')",3
"('vacation', 'no')",1
"('no', 'le')",2
"('le', 'when')",1
"('to', 'scramble')",1
"('scramble', 'to')",1
"('find', 'something')",1
"('something', 'else')",2
"('else', 'to')",1
"('wear', 'poor')",1
"('quality', 'disappointing')",1
"('disappointing', 'and')",1
"('not', 'what')",5
"('expected', 'from')",1
"('retailer', 'they')",1
"('they', 'also')",3
"('large', 'even')",1
"('more', 'relaxed')",1
"('relaxed', 'fit')",2
"('fit', 'sized')",1
"('down', 'for')",1
"('fit', 'When')",1
"('this', 'online')",1
"('have', 'paid')",3
"('paid', 'more')",2
"('more', 'attention')",2
"('attention', 'to')",4
"('dress', 'come')",2
"('come', 'to')",2
"('knee', 'of')",1
"('the', '5')",2
"('10', 'model')",1
"('wa', 'swimming')",1
"('in', 'small')",1
"('small', 'petite')",3
"('i', 'checked')",1
"('checked', 'the')",2
"('label', 'and')",1
"('and', 'wondered')",1
"('wondered', 'whether')",1
"('whether', 'i')",1
"('received', 'the')",2
"('size', 'nope')",1
"('nope', 'it')",1
"('wa', 'p')",1
"('p', 'either')",1
"('either', 'the')",1
"('wa', 'mislabeled')",1
"('mislabeled', 'or')",1
"('or', 'this')",1
"('is', 'cut')",2
"('cut', 'huge')",1
"('huge', 'returning')",1
"('returning', 'too')",1
"('are', 'cute')",5
"('cute', 'This')",1
"('fit', 'weird')",1
"('weird', 'maybe')",1
"('for', 'somebody')",1
"('somebody', 'there')",1
"('reason', 'it')",1
"('ha', 'been')",3
"('been', 'put')",1
"('put', 'on')",2
"('immediately', 'ran')",1
"('ran', 'to')",1
"('purchase', 'then')",1
"('realized', 'the')",1
"('catalog', 'is')",1
"('slightly', 'different')",1
"('different', 'but')",1
"('small', 'difference')",1
"('difference', 'is')",1
"('what', 'make')",1
"('catalog', 'dress')",1
"('more', 'unique')",1
"('and', 'worth')",1
"('money', 'look')",1
"('the', 'stripe')",3
"('stripe', 'color')",1
"('are', 'different')",1
"('different', 'and')",1
"('stripe', 'flow')",1
"('flow', 'different')",1
"('different', 'on')",1
"('part', 'a')",1
"('m', 'two')",1
"('two', 'inch')",1
"('inch', 'shorter')",1
"('model', 'bummer')",1
"('bummer', 'This')",2
"('is', 'enormous')",1
"('enormous', 'i')",2
"('small', 'but')",2
"('a', '3x')",1
"('3x', 'plus')",1
"('plus', 'size')",1
"('on', 'just')",1
"('case', 'and')",1
"('and', 'honestly')",1
"('honestly', 'it')",1
"('a', 'clown')",2
"('clown', 'this')",1
"('dress', 'must')",1
"('two', 'foot')",1
"('foot', 'of')",1
"('of', 'fabric')",7
"('fabric', 'pinned')",1
"('pinned', 'behind')",1
"('behind', 'the')",1
"('photo', 'I')",2
"('had', 'high')",9
"('thin', 'cheap')",1
"('cheap', 'feeling')",2
"('feeling', 'top')",1
"('a', 'dusty')",2
"('dusty', 'rose')",1
"('rose', 'color')",1
"('color', 'that')",2
"('that', 'ha')",1
"('a', 'yellowish')",1
"('yellowish', 'mottle')",1
"('mottle', 'throughout')",1
"('throughout', 'it')",1
"('almost', 'like')",1
"('a', 'tie')",1
"('tie', 'dye')",1
"('dye', 'or')",1
"('or', 'slub')",1
"('slub', 'effect')",1
"('effect', 'not')",1
"('not', 'pretty')",1
"('pretty', 'at')",1
"('all', 'When')",1
"('d', 'love')",1
"('immediately', 'ordered')",1
"('both', 'color')",1
"('color', 'they')",1
"('they', 'arrived')",2
"('am', 'soooo')",1
"('soooo', 'disappointed')",1
"('have', 'never')",3
"('never', 'seen')",2
"('seen', 'such')",1
"('such', 'drab')",1
"('drab', 'color')",1
"('blue', 'is')",2
"('a', 'muddy')",1
"('muddy', 'grayish')",1
"('grayish', 'hue')",1
"('hue', 'like')",1
"('an', 'overcast')",1
"('overcast', 'day')",1
"('pink', 'is')",1
"('dusty', 'shade')",1
"('of', 'peach')",1
"('peach', 'yuck')",1
"('yuck', 'and')",1
"('hoping', 'the')",2
"('ruffle', 'at')",1
"('bottom', 'would')",1
"('a', 'chiffon')",1
"('chiffon', 'like')",1
"('like', 'flowy')",1
"('flowy', 'effect')",1
"('effect', 'instead')",1
"('instead', 'the')",2
"('ruffle', 'is')",1
"('looking', 'knit')",1
"('knit', 'back')",1
"('back', 'these')",1
"('these', 'go')",1
"('go', 'Man')",1
"('Man', 'this')",1
"('worst', 'i')",1
"('understand', 'how')",2
"('how', 'it')",4
"('look', 'the')",2
"('model', 'agree')",1
"('with', 'previous')",2
"('there', 'must')",1
"('a', 'minimum')",1
"('minimum', 'of')",1
"('of', '200')",1
"('200', 'pin')",1
"('pin', 'pulling')",1
"('pulling', 'the')",1
"('the', 'wave')",1
"('wave', 'and')",1
"('and', 'wave')",1
"('wave', 'of')",1
"('extra', 'fabric')",4
"('fabric', 'back')",1
"('back', 'this')",1
"('but', 'is')",2
"('person', 'sweater')",1
"('sweater', 'collar')",1
"('collar', 'and')",1
"('and', 'cuff')",1
"('cuff', 'stiff')",1
"('and', 'bulky')",3
"('bulky', 'dress')",1
"('dress', 'billowy')",1
"('billowy', 'and')",1
"('and', 'sack')",1
"('sack', 'like')",1
"('sure', 'how')",2
"('they', 'got')",2
"('pull', 'it')",1
"('in', 'save')",1
"('save', 'yourself')",1
"('yourself', 'the')",1
"('the', 'return')",1
"('return', 'and')",1
"('and', 'do')",2
"('get', 'sucked')",1
"('sucked', 'in')",1
"('in', 'by')",1
"('and', 'extra')",1
"('sale', 'discount')",1
"('discount', 'like')",1
"('like', 'So')",1
"('and', '120')",2
"('pound', 'when')",1
"('could', 'think')",1
"('think', 'wa')",1
"('looked', 'just')",1
"('just', 'like')",2
"('clown', 'due')",1
"('big', 'cowl')",1
"('cowl', 'neck')",1
"('and', 'how')",1
"('and', 'round')",1
"('round', 'the')",1
"('look', 'if')",1
"('t', 'so')",1
"('have', 'laughed')",1
"('laughed', 'this')",1
"('design', 'mistake')",1
"('mistake', 'i')",2
"('ve', 'truly')",1
"('truly', 'never')",1
"('seen', 'something')",1
"('something', 'so')",1
"('unflattering', 'Such')",1
"('Such', 'a')",1
"('dress', 'fit')",2
"('is', 'flattering')",1
"('small', 'v')",1
"('v', 'cut')",1
"('and', 'beading')",1
"('beading', 'around')",1
"('neckline', 'keep')",1
"('from', 'becoming')",1
"('becoming', 'a')",1
"('a', 'boring')",1
"('boring', 'lbd')",1
"('lbd', 'classy')",1
"('classy', 'enough')",1
"('wear', 'to')",1
"('a', 'funeral')",1
"('funeral', 'but')",1
"('but', 'can')",2
"('be', 'dressed')",1
"('dressed', 'up')",1
"('some', 'killer')",1
"('killer', 'shoe')",1
"('shoe', 'thrilled')",1
"('thrilled', 'with')",1
"('with', 'purchase')",1
"('purchase', 'This')",1
"('potential', 'looked')",1
"('looked', 'cute')",3
"('cute', 'when')",1
"('it', 'put')",1
"('on', 'couldn')",1
"('to', 'take')",1
"('take', 'it')",2
"('it', 'off')",3
"('s', 'shapeless')",2
"('shapeless', 'top')",1
"('heavy', 'just')",1
"('just', 'overall')",1
"('overall', 'unflattering')",1
"('material', 'could')",1
"('a', 'totally')",1
"('totally', 'different')",1
"('different', 'dress')",1
"('dress', 'don')",1
"('money', 'This')",1
"('cute', 'however')",1
"('of', 'room')",2
"('spare', 'this')",1
"('this', 'ha')",3
"('ha', 'the')",2
"('the', 'irritating')",1
"('irritating', 'issue')",1
"('issue', 'of')",1
"('of', 'not')",1
"('fitting', 'under')",1
"('and', 'across')",1
"('shoulder', 'it')",1
"('my', 'shape')",2
"('shape', 'a')",1
"('most', 'other')",1
"('brand', 'at')",1
"('retailer', 'fit')",2
"('me', 'this')",1
"('not', 'sized')",1
"('sized', 'correctly')",1
"('correctly', 'Contrary')",1
"('Contrary', 'to')",1
"('review', 'there')",1
"('a', 'zipper')",4
"('zipper', 'so')",2
"('so', 'while')",1
"('while', 'it')",2
"('t', 'easy')",1
"('easy', 'to')",3
"('get', 'on')",1
"('fit', 'over')",1
"('bust', 'i')",1
"('this', 'too')",1
"('high', 'waisted')",2
"('waisted', 'and')",1
"('i', 'already')",1
"('already', 'have')",1
"('high', 'waist')",1
"('waist', 'so')",1
"('can', 'imagine')",1
"('it', 'looking')",2
"('looking', 'empire')",1
"('empire', 'waisted')",1
"('waisted', 'on')",1
"('normal', 'torso')",1
"('torso', 'what')",1
"('i', 'hated')",1
"('hated', 'wa')",1
"('the', 'ridiculous')",1
"('ridiculous', 'inverted')",1
"('inverted', 'pleat')",1
"('pleat', 'in')",2
"('dress', 'which')",2
"('almost', 'impossible')",1
"('impossible', 'to')",1
"('see', 'in')",1
"('my', 'already')",1
"('already', 'busty')",1
"('busty', 'frame')",1
"('frame', 'even')",1
"('even', 'wider')",1
"('wider', 'and')",1
"('more', 'unflattering')",1
"('lining', 'wa')",1
"('sleeve', 'length')",2
"('and', 'hemline')",2
"('hemline', 'l')",1
"('l', 'These')",1
"('are', 'light')",1
"('and', 'pretty')",1
"('pretty', 'they')",1
"('also', 'tore')",1
"('tore', 'the')",1
"('the', 'third')",1
"('third', 'time')",1
"('seam', 'a')",1
"('little', 'above')",1
"('above', 'the')",2
"('knee', 'while')",1
"('while', 'i')",1
"('wa', 'lying')",1
"('lying', 'in')",1
"('my', 'bed')",1
"('bed', 'they')",1
"('also', 'do')",1
"('not', 'slim')",1
"('slim', 'the')",1
"('the', 'figure')",1
"('figure', 'and')",1
"('slightly', 'see')",1
"('through', 'a')",1
"('thin', 'therefore')",1
"('therefore', 'if')",1
"('for', 'serious')",1
"('serious', 'lounge')",1
"('lounge', 'pant')",2
"('pant', 'great')",1
"('great', 'i')",3
"('not', 'leave')",1
"('house', 'in')",1
"('in', 'them')",3
"('them', 'or')",1
"('or', 'turn')",1
"('turn', 'over')",1
"('over', 'in')",1
"('in', 'bed')",1
"('bed', 'in')",1
"('them', 'when')",1
"('i', 'sit')",1
"('sit', 'the')",1
"('slit', 'fall')",1
"('fall', 'down')",2
"('down', 'around')",1
"('thigh', 'my')",1
"('son', 'complimented')",1
"('complimented', 'my')",1
"('my', 'dress')",1
"('other', 'day')",1
"('day', 'because')",1
"('slit', 'give')",1
"('give', 'way')",1
"('way', 'Bought')",1
"('Bought', 'the')",2
"('it', 'only')",1
"('only', 'ha')",1
"('ha', 'an')",2
"('an', 'eye')",1
"('eye', 'and')",1
"('and', 'hook')",1
"('hook', 'at')",1
"('no', 'stretch')",2
"('stretch', 'and')",2
"('and', 'their')",2
"('their', 'isn')",1
"('zipper', 'you')",1
"('a', 'contortionist')",1
"('contortionist', 'to')",1
"('it', 'over')",2
"('head', 'and')",2
"('shoulder', 'so')",1
"('pic', 'but')",1
"('not', 'realistic')",1
"('realistic', 'going')",1
"('back', 'Was')",1
"('Was', 'excited')",1
"('time', 'but')",1
"('but', 'while')",1
"('while', 'standing')",1
"('standing', 'in')",1
"('the', 'mirror')",2
"('mirror', 'putting')",1
"('putting', 'makeup')",1
"('makeup', 'on')",1
"('seam', 'between')",1
"('and', 'sleeve')",2
"('sleeve', 'just')",1
"('just', 'started')",1
"('unravel', 'strangest')",1
"('strangest', 'thing')",1
"('thing', 'just')",1
"('random', 'hole')",1
"('hole', 'appeared')",1
"('appeared', 'I')",1
"('I', 'look')",1
"('put', 'a')",1
"('a', 'baggy')",1
"('baggy', 'bag')",1
"('bag', 'over')",1
"('my', 'head')",4
"('head', 'also')",1
"('material', 'really')",1
"('really', 'seemed')",1
"('like', 'fake')",1
"('fake', 'velvet')",1
"('i', 'only')",4
"('received', 'part')",1
"('mistake', 'but')",1
"('the', 'chiffon')",1
"('chiffon', 'shell')",1
"('shell', 'but')",1
"('no', 'slip')",1
"('slip', 'a')",1
"('pictured', 'it')",1
"('it', 'make')",3
"('of', 'difficult')",1
"('wear', 'when')",2
"('entire', 'thing')",1
"('thing', 'is')",2
"('is', 'sheer')",2
"('sheer', 'i')",2
"('hope', 'but')",1
"('sadly', 'this')",3
"('being', 'returned')",1
"('returned', 'the')",3
"('x', 'is')",3
"('is', 'out')",1
"('stock', 'now')",1
"('now', 'so')",2
"('even', 'reorder')",1
"('reorder', 'bummer')",1
"('This', 'skirt')",7
"('skirt', 'look')",3
"('even', 'think')",3
"('think', 'before')",1
"('before', 'buying')",1
"('buying', 'it')",2
"('it', 'planning')",1
"('planning', 'to')",2
"('all', 'summer')",1
"('summer', 'so')",1
"('the', 'aesthetic')",1
"('aesthetic', 'is')",1
"('design', 'not')",1
"('much', 'you')",1
"('you', 'get')",6
"('get', 'exactly')",1
"('exactly', 'one')",1
"('one', 'good')",1
"('good', 'wear')",1
"('it', 'before')",1
"('before', 'the')",1
"('the', 'folding')",1
"('folding', 'absolutely')",1
"('absolutely', 'disintegrates')",1
"('disintegrates', 'it')",1
"('not', 'sewn')",2
"('or', 'built')",1
"('built', 'to')",1
"('to', 'last')",1
"('last', 'then')",1
"('cheap', 'sarong')",1
"('sarong', 'over')",1
"('over', 'a')",3
"('cheap', 'miniskirt')",1
"('miniskirt', 'i')",1
"('the', 'dry')",1
"('dry', 'cleaner')",1
"('cleaner', 'might')",1
"('but', 'they')",6
"('they', 'said')",1
"('said', 'they')",1
"('to', 'resew')",1
"('resew', 'the')",1
"('whole', 'garment')",1
"('garment', 'not')",1
"('not', 'exactly')",1
"('exactly', 'what')",1
"('to', 'hear')",1
"('hear', 'with')",1
"('with', 'almost')",1
"('almost', 'bran')",1
"('bran', 'I')",1
"('I', 'splurged')",1
"('this', 'pajama')",1
"('pajama', 'set')",1
"('set', 'for')",1
"('for', 'myself')",1
"('myself', 'and')",1
"('now', 'regret')",1
"('regret', 'it')",1
"('adorable', 'the')",1
"('the', 'knitted')",1
"('knitted', 'fabric')",1
"('fabric', 'contains')",1
"('contains', 'acrylic')",1
"('acrylic', 'and')",1
"('and', 'started')",1
"('started', 'pilling')",2
"('pilling', 'a')",2
"('lot', 'within')",1
"('within', 'the')",2
"('first', 'week')",1
"('week', 'of')",1
"('of', 'wear')",1
"('wear', 'after')",2
"('after', 'a')",1
"('a', 'month')",3
"('couple', 'wash')",1
"('look', 'horrible')",1
"('horrible', 'it')",2
"('it', 'may')",2
"('worst', 'case')",1
"('case', 'of')",1
"('of', 'pilling')",1
"('pilling', 'i')",1
"('ever', 'seen')",2
"('seen', 'in')",1
"('a', 'fabric')",1
"('fabric', 'so')",3
"('it', 'initially')",1
"('initially', 'fit')",1
"('size', 'but')",3
"('but', 'ha')",1
"('ha', 'stretched')",1
"('out', 'a')",2
"('bit', 'over')",1
"('time', 'Loved')",1
"('Loved', 'how')",1
"('how', 'this')",4
"('this', 'draped')",1
"('draped', 'and')",1
"('and', 'im')",1
"('im', 'super')",1
"('super', 'petite')",1
"('1', '32b')",1
"('32b', 'bust')",1
"('wa', 'seriously')",1
"('seriously', 'one')",1
"('most', 'ill')",1
"('ill', 'fitting')",5
"('fitting', 'item')",1
"('have', 'every')",1
"('every', 'owned')",1
"('owned', 'i')",1
"('the', 'px')",1
"('px', 'and')",1
"('hope', 'this')",2
"('a', 'better')",2
"('better', 'fit')",1
"('reviewer', 'seem')",1
"('more', 'positive')",1
"('positive', 'review')",3
"('just', 'appalled')",1
"('appalled', 'a')",1
"('to', 'how')",1
"('how', 'bad')",1
"('the', 'measurement')",1
"('measurement', 'were')",1
"('were', 'off')",1
"('the', 'strap')",2
"('strap', 'are')",1
"('not', 'adjustable')",1
"('adjustable', 'so')",1
"('this', 'went')",3
"('went', 'below')",1
"('below', 'my')",3
"('my', 'chest')",5
"('chest', 'too')",1
"('too', 'sad')",1
"('sad', 'retailer')",1
"('retailer', 'please')",1
"('please', 'get')",1
"('right', 'This')",1
"('is', 'beautifully')",1
"('beautifully', 'made')",1
"('not', 'flair')",1
"('flair', 'slightly')",1
"('slightly', 'a')",1
"('it', 'stick')",1
"('good', 'maternity')",1
"('maternity', 'dress')",3
"('somewhat', 'stiff')",1
"('stiff', 'andheavy')",1
"('andheavy', 'with')",1
"('a', 'slight')",2
"('slight', 'texture')",1
"('texture', 'I')",1
"('when', 'this')",1
"('this', 'arrived')",1
"('s', 'nothing')",1
"('the', 'red')",3
"('red', 'color')",2
"('shown', 'rather')",1
"('rather', 'it')",1
"('very', 'dull')",1
"('dull', 'reddish')",1
"('reddish', 'color')",1
"('review', 'have')",1
"('have', 'suggested')",1
"('suggested', 'it')",1
"('and', 'run')",3
"('return', 'I')",1
"('huge', 'no')",1
"('how', 'much')",1
"('down', 'there')",1
"('are', 'full')",1
"('full', 'dress')",1
"('and', 'tunic')",1
"('tunic', 'that')",1
"('that', 'are')",3
"('are', 'supposed')",1
"('be', 'loose')",1
"('loose', 'but')",2
"('wa', 'shapeless')",2
"('shapeless', 'in')",2
"('an', 'unflattering')",1
"('unflattering', 'way')",1
"('wa', 'attracted')",1
"('attracted', 'to')",1
"('the', 'execution')",2
"('execution', 'left')",1
"('left', 'much')",1
"('be', 'desired')",4
"('desired', 'I')",1
"('found', 'it')",2
"('sale', 'online')",1
"('i', 'jumped')",1
"('jumped', 'at')",1
"('the', 'opportunity')",1
"('opportunity', 'i')",1
"('5', '11')",1
"('11', 'slender')",1
"('and', 'always')",1
"('always', 'wear')",2
"('the', 'mint')",3
"('mint', 'size')",1
"('bag', 'i')",3
"('had', 'doubt')",1
"('doubt', 'the')",1
"('terrible', 'thin')",1
"('and', 'scratchy')",2
"('scratchy', 'it')",1
"('and', 'supple')",1
"('supple', 'a')",1
"('had', 'imagined')",1
"('imagined', 'the')",1
"('mint', 'color')",1
"('color', 'look')",1
"('look', 'faded')",1
"('faded', 'and')",1
"('shape', 'is')",2
"('awful', 'the')",3
"('length', 'of')",2
"('arm', 'hit')",1
"('a', 'bizarre')",1
"('bizarre', 'spot')",1
"('spot', 'the')",1
"('overall', 'length')",1
"('sweater', 'cut')",1
"('cut', 'me')",2
"('me', 'off')",3
"('off', 'at')",1
"('the', 'torso')",2
"('torso', 'and')",2
"('the', 'Like')",1
"('Like', 'the')",1
"('review', 'said')",1
"('said', 'i')",2
"('had', 'grand')",1
"('grand', 'vision')",1
"('vision', 'of')",1
"('my', 'chagrin')",1
"('chagrin', 'when')",1
"('just', 'fell')",1
"('fell', 'right')",1
"('right', 'down')",1
"('and', 'pooled')",1
"('pooled', 'around')",1
"('waist', 'i')",2
"('wish', 'there')",1
"('were', 'smaller')",1
"('order', 'sadly')",1
"('back', 'The')",2
"('The', 'button')",1
"('very', 'tedious')",1
"('tedious', 'you')",1
"('will', 'need')",2
"('need', 'someone')",1
"('someone', 'to')",1
"('to', 'help')",2
"('help', 'you')",1
"('get', 'past')",2
"('past', 'that')",1
"('that', 'hurdle')",1
"('hurdle', 'then')",1
"('little', 'girl')",1
"('girl', 'in')",1
"('a', 'smock')",2
"('smock', 'way')",1
"('big', 'like')",1
"('a', 'nightgown')",1
"('nightgown', 'nice')",1
"('nice', 'quality')",2
"('practical', 'I')",2
"('to', 'review')",2
"('review', 'this')",2
"('purchased', 'before')",1
"('before', 'any')",1
"('any', 'review')",1
"('review', 'were')",3
"('were', 'up')",1
"('now', 'that')",1
"('ve', 'received')",1
"('m', 'appalled')",1
"('appalled', 'by')",1
"('is', 'hideous')",1
"('hideous', 'in')",1
"('person', 'seriously')",1
"('seriously', 'hideous')",1
"('hideous', 'and')",1
"('past', 'the')",1
"('the', 'drapery')",1
"('drapery', 'fabric')",1
"('s', 'incredibly')",1
"('incredibly', 'restricting')",1
"('restricting', 'the')",1
"('online', 'is')",1
"('so', 'misleading')",2
"('dress', 'isn')",1
"('even', 'an')",1
"('an', 'ivory')",1
"('ivory', 'it')",1
"('s', 'more')",2
"('a', 'pea')",1
"('pea', 'green')",1
"('green', 'so')",1
"('disappointed', 'This')",2
"('This', 'coat')",1
"('awful', 'just')",1
"('it', 'based')",1
"('review', 'my')",1
"('my', 'husband')",3
"('husband', 'said')",1
"('am', 'wearing')",1
"('a', 'mattress')",1
"('mattress', 'it')",1
"('really', 'really')",1
"('like', 'another')",2
"('another', 'puffer')",1
